distribution,order_size,condition_index,seed,method,completed,distance,optimality_gap,runtime
uniform,10,23,510022,S-shape,True,108.0,54.285714285714285,8.845794945955276e-05
uniform,10,23,510022,Return,True,120.0,71.42857142857143,8.133286610245705e-05
uniform,10,23,510022,Largest Gap,True,92.0,31.428571428571427,8.208304643630981e-05
uniform,10,23,510022,DQN,False,nan,nan,0.027439500205218792
uniform,10,24,510023,Exact,True,82.0,0.0,0.0007154173217713833
uniform,10,24,510023,S-shape,True,108.0,31.70731707317073,9.074993431568146e-05
uniform,10,24,510023,Return,True,92.0,12.195121951219512,8.366722613573074e-05
uniform,10,24,510023,Largest Gap,True,82.0,0.0,8.395779877901077e-05
uniform,10,24,510023,DQN,True,92.0,12.195121951219512,0.01026862533763051
uniform,10,25,510024,Exact,True,84.0,0.0,0.0006854170933365822
uniform,10,25,510024,S-shape,True,108.0,28.57142857142857,8.49161297082901e-05
uniform,10,25,510024,Return,True,110.0,30.952380952380953,8.258270099759102e-05
uniform,10,25,510024,Largest Gap,True,100.0,19.047619047619047,8.49580392241478e-05
uniform,10,25,510024,DQN,True,110.0,30.952380952380953,0.01225816598162055
uniform,10,26,510025,Exact,True,92.0,0.0,0.0007816660217940807
uniform,10,26,510025,S-shape,True,134.0,45.65217391304348,8.675036951899529e-05
uniform,10,26,510025,Return,True,132.0,43.47826086956522,8.375011384487152e-05
uniform,10,26,510025,Largest Gap,True,96.0,4.3478260869565215,8.316710591316223e-05
uniform,10,26,510025,DQN,True,132.0,43.47826086956522,0.02430341625586152
uniform,10,27,510026,Exact,True,84.0,0.0,0.0006555840373039246
uniform,10,27,510026,S-shape,True,108.0,28.57142857142857,8.27917829155922e-05
uniform,10,27,510026,Return,True,120.0,42.857142857142854,7.904227823019028e-05
uniform,10,27,510026,Largest Gap,True,94.0,11.904761904761903,8.091703057289124e-05
uniform,10,27,510026,DQN,True,120.0,42.857142857142854,0.012747291941195726
uniform,10,28,510027,Exact,True,86.0,0.0,0.0006101671606302261
uniform,10,28,510027,S-shape,True,108.0,25.581395348837212,7.945811375975609e-05
uniform,10,28,510027,Return,True,112.0,30.23255813953488,7.812492549419403e-05
uniform,10,28,510027,Largest Gap,True,88.0,2.3255813953488373,7.858267053961754e-05
uniform,10,28,510027,DQN,True,112.0,30.23255813953488,0.011826790869235992
uniform,10,29,510028,Exact,True,86.0,0.0,0.0006136251613497734
uniform,10,29,510028,S-shape,True,134.0,55.81395348837209,8.04578885436058e-05
uniform,10,29,510028,Return,True,108.0,25.581395348837212,7.920805364847183e-05
uniform,10,29,510028,Largest Gap,True,90.0,4.651162790697675,8.158385753631592e-05
uniform,10,29,510028,DQN,True,108.0,25.581395348837212,0.01141104195266962
uniform,10,30,510029,Exact,True,84.0,0.0,0.0005520000122487545
uniform,10,30,510029,S-shape,True,104.0,23.809523809523807,8.158385753631592e-05
uniform,10,30,510029,Return,True,110.0,30.952380952380953,7.845787331461906e-05
uniform,10,30,510029,Largest Gap,True,84.0,0.0,7.899990305304527e-05
uniform,10,30,510029,DQN,True,110.0,30.952380952380953,0.01160987513139844
uniform,10,31,510030,Exact,True,82.0,0.0,0.0006132922135293484
uniform,10,31,510030,S-shape,True,108.0,31.70731707317073,7.912470027804375e-05
uniform,10,31,510030,Return,True,132.0,60.97560975609756,7.858313620090485e-05
uniform,10,31,510030,Largest Gap,True,86.0,4.878048780487805,7.895799353718758e-05
uniform,10,31,510030,DQN,True,132.0,60.97560975609756,0.013900499790906906
uniform,10,32,510031,Exact,True,76.0,0.0,0.0004735826514661312
uniform,10,32,510031,S-shape,True,100.0,31.57894736842105,7.9374760389328e-05
uniform,10,32,510031,Return,True,110.0,44.73684210526316,7.800012826919556e-05
uniform,10,32,510031,Largest Gap,True,76.0,0.0,7.816730067133904e-05
uniform,10,32,510031,DQN,True,110.0,44.73684210526316,0.011573540978133678
uniform,10,33,510032,Exact,True,88.0,0.0,0.000552124809473753
uniform,10,33,510032,S-shape,True,130.0,47.72727272727273,7.858313620090485e-05
uniform,10,33,510032,Return,True,114.0,29.545454545454547,7.791677489876747e-05
uniform,10,33,510032,Largest Gap,True,94.0,6.8181818181818175,8.029164746403694e-05
uniform,10,33,510032,DQN,True,114.0,29.545454545454547,0.012020000256597996
uniform,10,34,510033,Exact,True,102.0,0.0,0.000610582996159792
uniform,10,34,510033,S-shape,True,134.0,31.372549019607842,7.904088124632835e-05
uniform,10,34,510033,Return,True,136.0,33.33333333333333,7.7791977673769e-05
uniform,10,34,510033,Largest Gap,True,108.0,5.88235294117647,8.087465539574623e-05
uniform,10,34,510033,DQN,True,136.0,33.33333333333333,0.014357209205627441
uniform,10,35,510034,Exact,True,80.0,0.0,0.0005506249144673347
uniform,10,35,510034,S-shape,True,104.0,30.0,7.854169234633446e-05
uniform,10,35,510034,Return,True,116.0,45.0,7.754098623991013e-05
uniform,10,35,510034,Largest Gap,True,80.0,0.0,7.812492549419403e-05
uniform,10,35,510034,DQN,True,116.0,45.0,0.012260292191058397
uniform,10,36,510035,Exact,True,86.0,0.0,0.0005565001629292965
uniform,10,36,510035,S-shape,True,130.0,51.162790697674424,8.058268576860428e-05
uniform,10,36,510035,Return,True,110.0,27.906976744186046,7.920805364847183e-05
uniform,10,36,510035,Largest Gap,True,86.0,0.0,8.029211312532425e-05
uniform,10,36,510035,DQN,True,110.0,27.906976744186046,0.011639374773949385
uniform,10,37,510036,Exact,True,86.0,0.0,0.0006073331460356712
uniform,10,37,510036,S-shape,True,108.0,25.581395348837212,7.920898497104645e-05
uniform,10,37,510036,Return,True,106.0,23.25581395348837,7.825018838047981e-05
uniform,10,37,510036,Largest Gap,True,88.0,2.3255813953488373,8.024973794817924e-05
uniform,10,37,510036,DQN,True,106.0,23.25581395348837,0.011198292020708323
uniform,10,38,510037,Exact,True,68.0,0.0,0.0004996666684746742
uniform,10,38,510037,S-shape,True,100.0,47.05882352941176,7.891608402132988e-05
uniform,10,38,510037,Return,True,108.0,58.82352941176471,7.795915007591248e-05
uniform,10,38,510037,Largest Gap,True,68.0,0.0,8.179200813174248e-05
uniform,10,38,510037,DQN,True,108.0,58.82352941176471,0.011444500181823969
uniform,10,39,510038,Exact,True,96.0,0.0,0.0005401666276156902
uniform,10,39,510038,S-shape,True,104.0,8.333333333333332,8.016731590032578e-05
uniform,10,39,510038,Return,True,134.0,39.58333333333333,7.862504571676254e-05
uniform,10,39,510038,Largest Gap,True,102.0,6.25,7.899990305304527e-05
uniform,10,39,510038,DQN,True,134.0,39.58333333333333,0.014113707933574915
uniform,10,40,510039,Exact,True,88.0,0.0,0.0006066672503948212
uniform,10,40,510039,S-shape,True,108.0,22.727272727272727,7.716706022620201e-05
uniform,10,40,510039,Return,True,122.0,38.63636363636363,7.816683501005173e-05
uniform,10,40,510039,Largest Gap,True,90.0,2.272727272727273,7.912516593933105e-05
uniform,10,40,510039,DQN,True,122.0,38.63636363636363,0.013357541058212519
uniform,10,41,510040,Exact,True,82.0,0.0,0.0006340830586850643
uniform,10,41,510040,S-shape,True,108.0,31.70731707317073,8.379155769944191e-05
uniform,10,41,510040,Return,True,126.0,53.65853658536586,8.099991828203201e-05
uniform,10,41,510040,Largest Gap,True,84.0,2.4390243902439024,8.258316665887833e-05
uniform,10,41,510040,DQN,True,126.0,53.65853658536586,0.013616333715617657
uniform,10,42,510041,Exact,True,66.0,0.0,0.0005016671493649483
uniform,10,42,510041,S-shape,True,74.0,12.121212121212121,8.38330015540123e-05
uniform,10,42,510041,Return,True,84.0,27.27272727272727,7.975008338689804e-05
uniform,10,42,510041,Largest Gap,True,66.0,0.0,8.04997980594635e-05
uniform,10,42,510041,DQN,True,84.0,27.27272727272727,0.009094291366636753
uniform,10,43,510042,Exact,True,100.0,0.0,0.0006574578583240509
uniform,10,43,510042,S-shape,True,134.0,34.0,8.650030940771103e-05
uniform,10,43,510042,Return,True,168.0,68.0,8.054077625274658e-05
uniform,10,43,510042,Largest Gap,True,100.0,0.0,8.187536150217056e-05
uniform,10,43,510042,DQN,True,168.0,68.0,0.018207416869699955
uniform,10,44,510043,Exact,True,66.0,0.0,0.0005014999769628048
uniform,10,44,510043,S-shape,True,74.0,12.121212121212121,8.445791900157928e-05
uniform,10,44,510043,Return,True,86.0,30.303030303030305,8.129095658659935e-05
uniform,10,44,510043,Largest Gap,True,66.0,0.0,8.104182779788971e-05
uniform,10,44,510043,DQN,True,86.0,30.303030303030305,0.009382042102515697
uniform,10,45,510044,Exact,True,96.0,0.0,0.000626124907284975
uniform,10,45,510044,S-shape,True,134.0,39.58333333333333,8.045881986618042e-05
uniform,10,45,510044,Return,True,110.0,14.583333333333334,7.975008338689804e-05
uniform,10,45,510044,Largest Gap,True,104.0,8.333333333333332,8.124997839331627e-05
uniform,10,45,510044,DQN,True,110.0,14.583333333333334,0.011676459107547998
uniform,10,46,510045,Exact,True,76.0,0.0,0.0006174161098897457
uniform,10,46,510045,S-shape,True,108.0,42.10526315789473,8.066697046160698e-05
uniform,10,46,510045,Return,True,94.0,23.684210526315788,8.033402264118195e-05
uniform,10,46,510045,Largest Gap,True,90.0,18.421052631578945,8.104182779788971e-05
uniform,10,46,510045,DQN,True,94.0,23.684210526315788,0.009948582854121923
uniform,10,47,510046,Exact,True,102.0,0.0,0.0006249169819056988
uniform,10,47,510046,S-shape,True,134.0,31.372549019607842,8.00001434981823e-05
uniform,10,47,510046,Return,True,134.0,31.372549019607842,7.895892485976219e-05
uniform,10,47,510046,Largest Gap,True,106.0,3.9215686274509802,7.962528616189957e-05
uniform,10,47,510046,DQN,True,134.0,31.372549019607842,0.014178582932800055
uniform,10,48,510047,Exact,True,90.0,0.0,0.0006150840781629086
uniform,10,48,510047,S-shape,True,108.0,20.0,7.987488061189651e-05
uniform,10,48,510047,Return,True,134.0,48.888888888888886,7.787486538290977e-05
uniform,10,48,510047,Largest Gap,True,90.0,0.0,7.899990305304527e-05
uniform,10,48,510047,DQN,True,134.0,48.888888888888886,0.01418583421036601
uniform,10,49,510048,Exact,True,86.0,0.0,0.000612541101872921
uniform,10,49,510048,S-shape,True,108.0,25.581395348837212,7.99163244664669e-05
uniform,10,49,510048,Return,True,104.0,20.930232558139537,7.895892485976219e-05
uniform,10,49,510048,Largest Gap,True,86.0,0.0,8.170772343873978e-05
uniform,10,49,510048,DQN,True,104.0,20.930232558139537,0.01098245894536376
uniform,10,50,510049,Exact,True,92.0,0.0,0.0006114169955253601
uniform,10,50,510049,S-shape,True,134.0,45.65217391304348,8.258316665887833e-05
uniform,10,50,510049,Return,True,146.0,58.69565217391305,7.88327306509018e-05
uniform,10,50,510049,Largest Gap,True,104.0,13.043478260869565,8.04578885436058e-05
uniform,10,50,510049,DQN,True,146.0,58.69565217391305,0.015434083063155413
uniform,15,1,520000,Exact,True,92.0,0.0,0.0005703750066459179
uniform,15,1,520000,S-shape,True,104.0,13.043478260869565,8.050026372075081e-05
uniform,15,1,520000,Return,True,158.0,71.73913043478261,7.966626435518265e-05
uniform,15,1,520000,Largest Gap,True,98.0,6.521739130434782,8.250027894973755e-05
uniform,15,1,520000,DQN,False,nan,nan,0.026752709411084652
uniform,15,2,520001,Exact,True,114.0,0.0,0.0006369170732796192
uniform,15,2,520001,S-shape,True,134.0,17.543859649122805,8.108280599117279e-05
uniform,15,2,520001,Return,True,152.0,33.33333333333333,8.041597902774811e-05
uniform,15,2,520001,Largest Gap,True,124.0,8.771929824561402,8.225021883845329e-05
uniform,15,2,520001,DQN,True,152.0,33.33333333333333,0.017086832784116268
uniform,15,3,520002,Exact,True,116.0,0.0,0.0007040831260383129
uniform,15,3,520002,S-shape,True,134.0,15.517241379310345,8.641602471470833e-05
uniform,15,3,520002,Return,True,142.0,22.413793103448278,8.216686546802521e-05
uniform,15,3,520002,Largest Gap,True,124.0,6.896551724137931,8.424976840615273e-05
uniform,15,3,520002,DQN,True,142.0,22.413793103448278,0.01597995776683092
uniform,15,4,520003,Exact,True,108.0,0.0,0.0007071252912282944
uniform,15,4,520003,S-shape,True,134.0,24.074074074074073,8.400017395615578e-05
uniform,15,4,520003,Return,True,168.0,55.55555555555556,8.175009861588478e-05
uniform,15,4,520003,Largest Gap,True,112.0,3.7037037037037033,8.32919031381607e-05
uniform,15,4,520003,DQN,True,168.0,55.55555555555556,0.0178803326562047
uniform,15,5,520004,Exact,True,116.0,0.0,0.000687833409756422
uniform,15,5,520004,S-shape,True,134.0,15.517241379310345,8.262507617473602e-05
uniform,15,5,520004,Return,True,160.0,37.93103448275862,8.28341580927372e-05
uniform,15,5,520004,Largest Gap,True,122.0,5.172413793103448,8.308421820402145e-05
uniform,15,5,520004,DQN,True,160.0,37.93103448275862,0.017941292375326157
uniform,15,6,520005,Exact,True,74.0,0.0,0.0005800831131637096
uniform,15,6,520005,S-shape,True,100.0,35.13513513513514,8.762488141655922e-05
uniform,15,6,520005,Return,True,112.0,51.35135135135135,8.291611447930336e-05
uniform,15,6,520005,Largest Gap,True,90.0,21.62162162162162,8.462509140372276e-05
uniform,15,6,520005,DQN,True,112.0,51.35135135135135,0.012309750076383352
uniform,15,7,520006,Exact,True,90.0,0.0,0.0005222908221185207
uniform,15,7,520006,S-shape,True,100.0,11.11111111111111,8.150003850460052e-05
uniform,15,7,520006,Return,True,142.0,57.77777777777777,8.133286610245705e-05
uniform,15,7,520006,Largest Gap,True,92.0,2.2222222222222223,8.175009861588478e-05
uniform,15,7,520006,DQN,False,nan,nan,0.027535666711628437
uniform,15,8,520007,Exact,True,106.0,0.0,0.0006799576804041862
uniform,15,8,520007,S-shape,True,134.0,26.41509433962264,8.150003850460052e-05
uniform,15,8,520007,Return,True,150.0,41.509433962264154,8.170818910002708e-05
uniform,15,8,520007,Largest Gap,True,114.0,7.547169811320755,8.312519639730453e-05
uniform,15,8,520007,DQN,True,150.0,41.509433962264154,0.0158589999191463
uniform,15,9,520008,Exact,True,102.0,0.0,0.0006317906081676483
uniform,15,9,520008,S-shape,True,108.0,5.88235294117647,8.037500083446503e-05
uniform,15,9,520008,Return,True,146.0,43.13725490196079,7.983297109603882e-05
uniform,15,9,520008,Largest Gap,True,106.0,3.9215686274509802,8.020782843232155e-05
uniform,15,9,520008,DQN,True,146.0,43.13725490196079,0.015478499699383974
uniform,15,10,520009,Exact,True,100.0,0.0,0.0005707084201276302
uniform,15,10,520009,S-shape,True,104.0,4.0,8.00001434981823e-05
uniform,15,10,520009,Return,True,136.0,36.0,8.025020360946655e-05
uniform,15,10,520009,Largest Gap,True,104.0,4.0,8.154194802045822e-05
uniform,15,10,520009,DQN,True,136.0,36.0,0.014353749807924032
uniform,15,11,520010,Exact,True,110.0,0.0,0.0006482498720288277
uniform,15,11,520010,S-shape,True,134.0,21.818181818181817,8.212495595216751e-05
uniform,15,11,520010,Return,True,168.0,52.72727272727272,8.241692557930946e-05
uniform,15,11,520010,Largest Gap,True,126.0,14.545454545454545,8.487515151500702e-05
uniform,15,11,520010,DQN,True,168.0,52.72727272727272,0.017785375006496906
uniform,15,12,520011,Exact,True,128.0,0.0,0.0006424589082598686
uniform,15,12,520011,S-shape,True,134.0,4.6875,7.908372208476067e-05
uniform,15,12,520011,Return,True,180.0,40.625,8.033262565732002e-05
uniform,15,12,520011,Largest Gap,True,132.0,3.125,8.224975317716599e-05
uniform,15,12,520011,DQN,True,180.0,40.625,0.019922416657209396
uniform,15,13,520012,Exact,True,104.0,0.0,0.0007003750652074814
uniform,15,13,520012,S-shape,True,134.0,28.846153846153843,8.591590449213982e-05
uniform,15,13,520012,Return,True,174.0,67.3076923076923,8.254218846559525e-05
uniform,15,13,520012,Largest Gap,True,106.0,1.9230769230769231,8.55419784784317e-05
uniform,15,13,520012,DQN,True,174.0,67.3076923076923,0.018813957925885916
uniform,15,14,520013,Exact,True,90.0,0.0,0.0006351671181619167
uniform,15,14,520013,S-shape,True,134.0,48.888888888888886,8.329097181558609e-05
uniform,15,14,520013,Return,True,144.0,60.0,8.220784366130829e-05
uniform,15,14,520013,Largest Gap,True,104.0,15.555555555555555,8.50842334330082e-05
uniform,15,14,520013,DQN,True,144.0,60.0,0.015499542001634836
uniform,15,15,520014,Exact,True,116.0,0.0,0.0006514997221529484
uniform,15,15,520014,S-shape,True,134.0,15.517241379310345,8.195824921131134e-05
uniform,15,15,520014,Return,True,140.0,20.689655172413794,8.308328688144684e-05
uniform,15,15,520014,Largest Gap,True,122.0,5.172413793103448,8.433312177658081e-05
uniform,15,15,520014,DQN,True,140.0,20.689655172413794,0.01519745821133256
uniform,15,16,520015,Exact,True,118.0,0.0,0.0006404169835150242
uniform,15,16,520015,S-shape,True,134.0,13.559322033898304,8.17091204226017e-05
uniform,15,16,520015,Return,True,174.0,47.45762711864407,8.229212835431099e-05
uniform,15,16,520015,Largest Gap,True,124.0,5.084745762711865,8.44588503241539e-05
uniform,15,16,520015,DQN,True,174.0,47.45762711864407,0.018757499754428864
uniform,15,17,520016,Exact,True,110.0,0.0,0.0006361249834299088
uniform,15,17,520016,S-shape,True,134.0,21.818181818181817,8.15410166978836e-05
uniform,15,17,520016,Return,True,168.0,52.72727272727272,8.208304643630981e-05
uniform,15,17,520016,Largest Gap,True,126.0,14.545454545454545,8.374964818358421e-05
uniform,15,17,520016,DQN,True,168.0,52.72727272727272,0.018143624998629093
uniform,15,18,520017,Exact,True,108.0,0.0,0.0006302916444838047
uniform,15,18,520017,S-shape,True,134.0,24.074074074074073,8.220784366130829e-05
uniform,15,18,520017,Return,True,158.0,46.2962962962963,8.320901542901993e-05
uniform,15,18,520017,Largest Gap,True,110.0,1.8518518518518516,8.433312177658081e-05
uniform,15,18,520017,DQN,True,158.0,46.2962962962963,0.01699016708880663
uniform,15,19,520018,Exact,True,102.0,0.0,0.0006321249529719353
uniform,15,19,520018,S-shape,True,134.0,31.372549019607842,8.233310654759407e-05
uniform,15,19,520018,Return,True,138.0,35.294117647058826,8.091656491160393e-05
uniform,15,19,520018,Largest Gap,True,122.0,19.607843137254903,8.27079638838768e-05
uniform,15,19,520018,DQN,True,138.0,35.294117647058826,0.014833708293735981
uniform,15,20,520019,Exact,True,106.0,0.0,0.0006603752262890339
uniform,15,20,520019,S-shape,True,134.0,26.41509433962264,8.308282122015953e-05
uniform,15,20,520019,Return,True,138.0,30.18867924528302,8.229119703173637e-05
uniform,15,20,520019,Largest Gap,True,122.0,15.09433962264151,8.345814421772957e-05
uniform,15,20,520019,DQN,True,138.0,30.18867924528302,0.014883166644722223
uniform,15,21,520020,Exact,True,114.0,0.0,0.0006418749690055847
uniform,15,21,520020,S-shape,True,134.0,17.543859649122805,8.250027894973755e-05
uniform,15,21,520020,Return,True,166.0,45.614035087719294,8.379202336072922e-05
uniform,15,21,520020,Largest Gap,True,114.0,0.0,8.466700091958046e-05
uniform,15,21,520020,DQN,True,166.0,45.614035087719294,0.017875915858894587
uniform,15,22,520021,Exact,True,120.0,0.0,0.000646958127617836
uniform,15,22,520021,S-shape,True,134.0,11.666666666666666,8.216593414545059e-05
uniform,15,22,520021,Return,True,166.0,38.333333333333336,8.099991828203201e-05
uniform,15,22,520021,Largest Gap,True,122.0,1.6666666666666667,8.420785889029503e-05
uniform,15,22,520021,DQN,True,166.0,38.333333333333336,0.017916790675371885
uniform,15,23,520022,Exact,True,86.0,0.0,0.000626708846539259
uniform,15,23,520022,S-shape,True,108.0,25.581395348837212,8.150003850460052e-05
uniform,15,23,520022,Return,True,130.0,51.162790697674424,8.099991828203201e-05
uniform,15,23,520022,Largest Gap,True,86.0,0.0,8.283276110887527e-05
uniform,15,23,520022,DQN,True,130.0,51.162790697674424,0.014058457687497139
uniform,15,24,520023,Exact,True,94.0,0.0,0.0006164582446217537
uniform,15,24,520023,S-shape,True,108.0,14.893617021276595,8.016638457775116e-05
uniform,15,24,520023,Return,True,152.0,61.702127659574465,8.16667452454567e-05
uniform,15,24,520023,Largest Gap,True,98.0,4.25531914893617,8.241692557930946e-05
uniform,15,24,520023,DQN,True,152.0,61.702127659574465,0.016341208014637232
uniform,15,25,520024,Exact,True,108.0,0.0,0.000630917027592659
uniform,15,25,520024,S-shape,True,134.0,24.074074074074073,8.05836170911789e-05
uniform,15,25,520024,Return,True,148.0,37.03703703703704,8.04578885436058e-05
uniform,15,25,520024,Largest Gap,True,116.0,7.4074074074074066,8.358294144272804e-05
uniform,15,25,520024,DQN,True,148.0,37.03703703703704,0.01598350005224347
uniform,15,26,520025,Exact,True,106.0,0.0,0.0006339997053146362
uniform,15,26,520025,S-shape,True,134.0,26.41509433962264,8.087512105703354e-05
uniform,15,26,520025,Return,True,138.0,30.18867924528302,8.154194802045822e-05
uniform,15,26,520025,Largest Gap,True,116.0,9.433962264150944,8.299993351101875e-05
uniform,15,26,520025,DQN,True,138.0,30.18867924528302,0.01497037522494793
uniform,15,27,520026,Exact,True,112.0,0.0,0.0006327498704195023
uniform,15,27,520026,S-shape,True,134.0,19.642857142857142,8.058315142989159e-05
uniform,15,27,520026,Return,True,122.0,8.928571428571429,8.016731590032578e-05
uniform,15,27,520026,Largest Gap,True,118.0,5.357142857142857,8.250027894973755e-05
uniform,15,27,520026,DQN,True,122.0,8.928571428571429,0.01316970819607377
uniform,15,28,520027,Exact,True,114.0,0.0,0.0006443746387958527
uniform,15,28,520027,S-shape,True,134.0,17.543859649122805,8.133286610245705e-05
uniform,15,28,520027,Return,True,176.0,54.385964912280706,8.137524127960205e-05
uniform,15,28,520027,Largest Gap,True,114.0,0.0,8.554104715585709e-05
uniform,15,28,520027,DQN,True,176.0,54.385964912280706,0.01905591692775488
uniform,15,29,520028,Exact,True,112.0,0.0,0.0006334171630442142
uniform,15,29,520028,S-shape,True,134.0,19.642857142857142,8.04997980594635e-05
uniform,15,29,520028,Return,True,148.0,32.142857142857146,8.045835420489311e-05
uniform,15,29,520028,Largest Gap,True,118.0,5.357142857142857,8.245883509516716e-05
uniform,15,29,520028,DQN,True,148.0,32.142857142857146,0.01598008396103978
uniform,15,30,520029,Exact,True,98.0,0.0,0.0005699158646166325
uniform,15,30,520029,S-shape,True,130.0,32.6530612244898,8.11251811683178e-05
uniform,15,30,520029,Return,True,132.0,34.69387755102041,8.099991828203201e-05
uniform,15,30,520029,Largest Gap,True,106.0,8.16326530612245,8.195824921131134e-05
uniform,15,30,520029,DQN,True,132.0,34.69387755102041,0.014206958003342152
uniform,15,31,520030,Exact,True,96.0,0.0,0.0006270832382142544
uniform,15,31,520030,S-shape,True,134.0,39.58333333333333,8.050026372075081e-05
uniform,15,31,520030,Return,True,180.0,87.5,8.070794865489006e-05
uniform,15,31,520030,Largest Gap,True,110.0,14.583333333333334,8.362485095858574e-05
uniform,15,31,520030,DQN,True,180.0,87.5,0.01937495870515704
uniform,15,32,520031,Exact,True,84.0,0.0,0.0006147501990199089
uniform,15,32,520031,S-shape,True,108.0,28.57142857142857,8.129188790917397e-05
uniform,15,32,520031,Return,True,104.0,23.809523809523807,8.020782843232155e-05
uniform,15,32,520031,Largest Gap,True,92.0,9.523809523809524,8.354196324944496e-05
uniform,15,32,520031,DQN,True,104.0,23.809523809523807,0.011234416160732508
uniform,15,33,520032,Exact,True,102.0,0.0,0.0005569998174905777
uniform,15,33,520032,S-shape,True,130.0,27.450980392156865,8.183298632502556e-05
uniform,15,33,520032,Return,True,138.0,35.294117647058826,8.16667452454567e-05
uniform,15,33,520032,Largest Gap,True,114.0,11.76470588235294,8.366676047444344e-05
uniform,15,33,520032,DQN,True,138.0,35.294117647058826,0.014871166087687016
uniform,15,34,520033,Exact,True,108.0,0.0,0.0006372090429067612
uniform,15,34,520033,S-shape,True,134.0,24.074074074074073,8.1624835729599e-05
uniform,15,34,520033,Return,True,164.0,51.85185185185185,8.212495595216751e-05
uniform,15,34,520033,Largest Gap,True,112.0,3.7037037037037033,8.324999362230301e-05
uniform,15,34,520033,DQN,True,164.0,51.85185185185185,0.017724625300616026
uniform,15,35,520034,Exact,True,104.0,0.0,0.0006197085604071617
uniform,15,35,520034,S-shape,True,108.0,3.8461538461538463,8.00001434981823e-05
uniform,15,35,520034,Return,True,134.0,28.846153846153843,7.970817387104034e-05
uniform,15,35,520034,Largest Gap,True,104.0,0.0,8.099991828203201e-05
uniform,15,35,520034,DQN,True,134.0,28.846153846153843,0.014454249758273363
uniform,15,36,520035,Exact,True,100.0,0.0,0.0006196252070367336
uniform,15,36,520035,S-shape,True,108.0,8.0,8.129188790917397e-05
uniform,15,36,520035,Return,True,158.0,57.99999999999999,8.183298632502556e-05
uniform,15,36,520035,Largest Gap,True,100.0,0.0,8.200015872716904e-05
uniform,15,36,520035,DQN,True,158.0,57.99999999999999,0.017041250132024288
uniform,15,37,520036,Exact,True,104.0,0.0,0.0006286250427365303
uniform,15,37,520036,S-shape,True,134.0,28.846153846153843,7.999967783689499e-05
uniform,15,37,520036,Return,True,130.0,25.0,8.108280599117279e-05
uniform,15,37,520036,Largest Gap,True,104.0,0.0,8.254172280430794e-05
uniform,15,37,520036,DQN,True,130.0,25.0,0.014069375116378069
uniform,15,38,520037,Exact,True,90.0,0.0,0.0005507501773536205
uniform,15,38,520037,S-shape,True,104.0,15.555555555555555,8.124997839331627e-05
uniform,15,38,520037,Return,True,134.0,48.888888888888886,8.05421732366085e-05
uniform,15,38,520037,Largest Gap,True,94.0,4.444444444444445,8.116709068417549e-05
uniform,15,38,520037,DQN,True,134.0,48.888888888888886,0.014500292018055916
uniform,15,39,520038,Exact,True,104.0,0.0,0.0006512911058962345
uniform,15,39,520038,S-shape,True,134.0,28.846153846153843,8.200015872716904e-05
uniform,15,39,520038,Return,True,124.0,19.230769230769234,8.11251811683178e-05
uniform,15,39,520038,Largest Gap,True,108.0,3.8461538461538463,8.320808410644531e-05
uniform,15,39,520038,DQN,True,124.0,19.230769230769234,0.013423291966319084
uniform,15,40,520039,Exact,True,114.0,0.0,0.0006302092224359512
uniform,15,40,520039,S-shape,True,134.0,17.543859649122805,8.075032383203506e-05
uniform,15,40,520039,Return,True,166.0,45.614035087719294,8.037500083446503e-05
uniform,15,40,520039,Largest Gap,True,124.0,8.771929824561402,8.250027894973755e-05
uniform,15,40,520039,DQN,False,nan,nan,0.026967582758516073
uniform,15,41,520040,Exact,True,96.0,0.0,0.0006394591182470322
uniform,15,41,520040,S-shape,True,108.0,12.5,8.037500083446503e-05
uniform,15,41,520040,Return,True,162.0,68.75,8.095800876617432e-05
uniform,15,41,520040,Largest Gap,True,100.0,4.166666666666666,8.295802399516106e-05
uniform,15,41,520040,DQN,True,162.0,68.75,0.017519624903798103
uniform,15,42,520041,Exact,True,100.0,0.0,0.0006240410730242729
uniform,15,42,520041,S-shape,True,108.0,8.0,8.375011384487152e-05
uniform,15,42,520041,Return,True,132.0,32.0,8.066697046160698e-05
uniform,15,42,520041,Largest Gap,True,102.0,2.0,8.187489584088326e-05
uniform,15,42,520041,DQN,True,132.0,32.0,0.014283374883234501
uniform,15,43,520042,Exact,True,102.0,0.0,0.0006289579905569553
uniform,15,43,520042,S-shape,True,134.0,31.372549019607842,8.045881986618042e-05
uniform,15,43,520042,Return,True,160.0,56.86274509803921,8.066697046160698e-05
uniform,15,43,520042,Largest Gap,True,102.0,0.0,8.154241368174553e-05
uniform,15,43,520042,DQN,True,160.0,56.86274509803921,0.01729541691020131
uniform,15,44,520043,Exact,True,102.0,0.0,0.0006337501108646393
uniform,15,44,520043,S-shape,True,108.0,5.88235294117647,8.004112169146538e-05
uniform,15,44,520043,Return,True,148.0,45.09803921568628,8.029211312532425e-05
uniform,15,44,520043,Largest Gap,True,104.0,1.9607843137254901,9.325006976723671e-05
uniform,15,44,520043,DQN,True,148.0,45.09803921568628,0.016051374841481447
uniform,15,45,520044,Exact,True,98.0,0.0,0.0006460831500589848
uniform,15,45,520044,S-shape,True,134.0,36.734693877551024,8.191680535674095e-05
